gvkey,cik,conm,Role,Source,Date,Time,Title,Content
18535,1385228,CINEMARK HOLDINGS INC,"CFO, Chief Financial Officer",,,,,
177108,1385280,MONOTYPE IMAGING HOLDINGS,"CEO, Chief Executive Officer",,,,,
177108,1385280,MONOTYPE IMAGING HOLDINGS,"CFO, Chief Financial Officer",,,,,
177099,1385292,LDK SOLAR CO LTD,"CEO, Chief Executive Officer",,,,,
177099,1385292,LDK SOLAR CO LTD,"CFO, Chief Financial Officer",,,,,
177486,1385424,INTACT FINANCIAL CORP,"CEO, Chief Executive Officer",,,,,
177486,1385424,INTACT FINANCIAL CORP,"CFO, Chief Financial Officer",,,,,
162491,1385426,OPIANT PHARMACEUTICALS INC,"CEO, Chief Executive Officer",,,,,
162491,1385426,OPIANT PHARMACEUTICALS INC,"CFO, Chief Financial Officer",,,,,
177182,1385508,HORSEHEAD HOLDING CORP,"CEO, Chief Executive Officer",,,,,
177182,1385508,HORSEHEAD HOLDING CORP,"CFO, Chief Financial Officer",,,,,
176639,1385544,JA SOLAR HOLDINGS CO LTD,"CEO, Chief Executive Officer",,,,,
176639,1385544,JA SOLAR HOLDINGS CO LTD,"CFO, Chief Financial Officer",,,,,
176661,1385598,GREENLIGHT CAPITAL RE LTD,"CEO, Chief Executive Officer",,,,,
176661,1385598,GREENLIGHT CAPITAL RE LTD,"CFO, Chief Financial Officer",,,,,
176973,1385613,ADVANCED BIOMEDICAL TECH INC,"CEO, Chief Executive Officer",,,,,
176973,1385613,ADVANCED BIOMEDICAL TECH INC,"CFO, Chief Financial Officer",,,,,
182960,1385799,AYTU BIOSCIENCE INC,"CEO, Chief Executive Officer",,,,,
182960,1385799,AYTU BIOSCIENCE INC,"CFO, Chief Financial Officer",,,,,
179461,1385818,ENERGY FUELS INC,"CEO, Chief Executive Officer",,,,,
179461,1385818,ENERGY FUELS INC,"CFO, Chief Financial Officer",,,,,
107712,1385849,COUPA SOFTWARE INC,"CEO, Chief Executive Officer",,,,,
107712,1385849,COUPA SOFTWARE INC,"CFO, Chief Financial Officer",,,,,
28084,1385867,TIGER OIL AND ENERGY INC,"CEO, Chief Executive Officer",,,,,
28084,1385867,TIGER OIL AND ENERGY INC,"CFO, Chief Financial Officer",,,,,
105325,1386018,GREEN DOT CORP,"CEO, Chief Executive Officer",,,,,
105325,1386018,GREEN DOT CORP,"CFO, Chief Financial Officer",,,,,
184392,1386278,RESEARCH SOLUTIONS INC,"CEO, Chief Executive Officer",,,,,
184392,1386278,RESEARCH SOLUTIONS INC,"CFO, Chief Financial Officer",,,,,
180345,1386301,ZAZU METALS CORP,"CEO, Chief Executive Officer",,,,,
180345,1386301,ZAZU METALS CORP,"CFO, Chief Financial Officer",,,,,
179161,1386303,CHROMADEX CORP,"CEO, Chief Executive Officer",,,,,
179161,1386303,CHROMADEX CORP,"CFO, Chief Financial Officer",,,,,
177367,1386570,INTREPID MINES LTD,"CEO, Chief Executive Officer",,,,,
177367,1386570,INTREPID MINES LTD,"CFO, Chief Financial Officer",,,,,
253437,1386584,STAR BULK CARRIERS CORP,"CEO, Chief Executive Officer",,,,,
253437,1386584,STAR BULK CARRIERS CORP,"CFO, Chief Financial Officer",,,,,
165743,1386716,HYPERION THERAPEUTICS INC,"CEO, Chief Executive Officer",,,,,
165743,1386716,HYPERION THERAPEUTICS INC,"CFO, Chief Financial Officer",,,,,
171097,1386858,KKR FINANCIAL HOLDINGS LLC,"CEO, Chief Executive Officer",,,,,
171097,1386858,KKR FINANCIAL HOLDINGS LLC,"CFO, Chief Financial Officer",,,,,
161000,1386926,GOLD LAKES CORP,"CEO, Chief Executive Officer",,,,,
161000,1386926,GOLD LAKES CORP,"CFO, Chief Financial Officer",,,,,
178891,1386936,IRONSHORE INC ,"CEO, Chief Executive Officer",,,,,
178891,1386936,IRONSHORE INC ,"CFO, Chief Financial Officer",,,,,
184815,1386965,FIRMA HOLDINGS CORP,"CEO, Chief Executive Officer",,,,,
184815,1386965,FIRMA HOLDINGS CORP,"CFO, Chief Financial Officer",,,,,
179886,1387054,ALPHA AND OMEGA SEMICONDUCTR,"CEO, Chief Executive Officer",,,,,
179886,1387054,ALPHA AND OMEGA SEMICONDUCTR,"CFO, Chief Financial Officer",,,,,
184604,1387467,TRIUMPH GOLD CORP,"CEO, Chief Executive Officer",,,,,
184604,1387467,TRIUMPH GOLD CORP,"CFO, Chief Financial Officer",,,,,
175495,1387473,NEULION INC,"CEO, Chief Executive Officer",,,,,
175495,1387473,NEULION INC,"CFO, Chief Financial Officer",,,,,
175361,1387713,ADANAC MOLYBDENUM CORP,"CEO, Chief Executive Officer",,,,,
175361,1387713,ADANAC MOLYBDENUM CORP,"CFO, Chief Financial Officer",,,,,
108365,1387766,SPROTT RESOURCE HLDGS INC,"CEO, Chief Executive Officer",,,,,
108365,1387766,SPROTT RESOURCE HLDGS INC,"CFO, Chief Financial Officer",,,,,
61633,1387964,SHORETEL INC,"CEO, Chief Executive Officer",,,,,
61633,1387964,SHORETEL INC,"CFO, Chief Financial Officer",,,,,
177127,1388133,NOVUS ROBOTICS INC,"CEO, Chief Executive Officer",,,,,
177127,1388133,NOVUS ROBOTICS INC,"CFO, Chief Financial Officer",,,,,
182169,1388180,PHARMERICA CORP,"CEO, Chief Executive Officer",,,,,
182169,1388180,PHARMERICA CORP,"CFO, Chief Financial Officer",,,,,
177924,1388195,US STEM CELL INC,"CEO, Chief Executive Officer",,,,,
177924,1388195,US STEM CELL INC,"CFO, Chief Financial Officer",,,,,
177226,1388319,ACTINIUM PHARMACEUTICALS INC,"CEO, Chief Executive Officer",,,,,
177226,1388319,ACTINIUM PHARMACEUTICALS INC,"CFO, Chief Financial Officer",,,,,
16947,1388320,PARALLAX HEALTH SCIENCES INC,"CEO, Chief Executive Officer",,,,,
16947,1388320,PARALLAX HEALTH SCIENCES INC,"CFO, Chief Financial Officer",,,,,
16535,1388410,CAI INTERNATIONAL INC,"CEO, Chief Executive Officer",,,,,
16535,1388410,CAI INTERNATIONAL INC,"CFO, Chief Financial Officer",,,,,
177109,1388430,RESINCO CAPITAL PARTNERS INC,"CEO, Chief Executive Officer",,,,,
177109,1388430,RESINCO CAPITAL PARTNERS INC,"CFO, Chief Financial Officer",,,,,
162220,1388542,IRHYTHM TECHNOLOGIES INC,"CEO, Chief Executive Officer",,,,,
162220,1388542,IRHYTHM TECHNOLOGIES INC,"CFO, Chief Financial Officer",,,,,
28367,1388658,KOOTENAY SILVER INC,"CEO, Chief Executive Officer",,,,,
28367,1388658,KOOTENAY SILVER INC,"CFO, Chief Financial Officer",,,,,
149819,1388891,CHUMA HOLDINGS INC,"CEO, Chief Executive Officer",,,,,
149819,1388891,CHUMA HOLDINGS INC,"CFO, Chief Financial Officer",,,,,
178049,1388982,MARIN SOFTWARE INC,"CEO, Chief Executive Officer",,,,,
178049,1388982,MARIN SOFTWARE INC,"CFO, Chief Financial Officer",,,,,
17376,1389002,KALLO INC,"CEO, Chief Executive Officer",,,,,
17376,1389002,KALLO INC,"CFO, Chief Financial Officer",,,,,
178655,1389034,ARCHROCK INC,"CEO, Chief Executive Officer",,,,,
178655,1389034,ARCHROCK INC,"CFO, Chief Financial Officer",,,,,
65009,1389050,TAUTACHROME INC,"CEO, Chief Executive Officer",,,,,
65009,1389050,TAUTACHROME INC,"CFO, Chief Financial Officer",,,,,
24097,1389067,HEARTWARE INTERNATIONAL INC,"CEO, Chief Executive Officer",,,,,
24097,1389067,HEARTWARE INTERNATIONAL INC,"CFO, Chief Financial Officer",,,,,
271794,1389072,TARGA RESOURCES CORP,"CEO, Chief Executive Officer",,,,,
271794,1389072,TARGA RESOURCES CORP,"CFO, Chief Financial Officer",,,,,
185532,1389170,GAFISA SA,"CEO, Chief Executive Officer",,,,,
185532,1389170,GAFISA SA,"CFO, Chief Financial Officer",,,,,
271841,1389207,ALLDIGITAL HOLDINGS INC,"CEO, Chief Executive Officer",,,,,
271841,1389207,ALLDIGITAL HOLDINGS INC,"CFO, Chief Financial Officer",,,,,
187764,1389217,COPPER FOX METALS INC,"CEO, Chief Executive Officer",,,,,
187764,1389217,COPPER FOX METALS INC,"CFO, Chief Financial Officer",,,,,
161860,1389466,NOVABAY PHARMACEUTICALS INC,"CEO, Chief Executive Officer",,,,,
161860,1389466,NOVABAY PHARMACEUTICALS INC,"CFO, Chief Financial Officer",,,,,
177228,1389545,CAPSTONE MINING CORP,"CEO, Chief Executive Officer",,,,,
177228,1389545,CAPSTONE MINING CORP,"CFO, Chief Financial Officer",,,,,
126634,1389831,HOWARD BANCORP INC,"CEO, Chief Executive Officer",,,,,
126634,1389831,HOWARD BANCORP INC,"CFO, Chief Financial Officer",,,,,
166723,1390162,BANCORP OF NEW JERSEY INC,"CEO, Chief Executive Officer",,,,,
166723,1390162,BANCORP OF NEW JERSEY INC,"CFO, Chief Financial Officer",,,,,
180169,1390312,OROCO RESOURCE CORP,"CEO, Chief Executive Officer",,,,,
180169,1390312,OROCO RESOURCE CORP,"CFO, Chief Financial Officer",,,,,
179652,1390352,NEXIA HEALTH TECHNOLOGIES,"CEO, Chief Executive Officer",,,,,
179652,1390352,NEXIA HEALTH TECHNOLOGIES,"CFO, Chief Financial Officer",,,,,
165121,1390607,BANK OF NEW YORK MELLON CORP,"CEO, Chief Executive Officer",,,,,
165121,1390607,BANK OF NEW YORK MELLON CORP,"CFO, Chief Financial Officer",,,,,
2019,1390777,WABCO HOLDINGS INC,"CEO, Chief Executive Officer",,,,,
2019,1390777,WABCO HOLDINGS INC,"CFO, Chief Financial Officer",,,,,
177925,1390844,LIMELIGHT NETWORKS INC,"CEO, Chief Executive Officer",,,,,
177925,1390844,LIMELIGHT NETWORKS INC,"CFO, Chief Financial Officer",,,,,
177315,1391127,DETOUR GOLD CORP,"CEO, Chief Executive Officer",,,,,
177315,1391127,DETOUR GOLD CORP,"CFO, Chief Financial Officer",,,,,
176598,1391158,CYAN INC,"CEO, Chief Executive Officer",,,,,
176598,1391158,CYAN INC,"CFO, Chief Financial Officer",,,,,
17692,1391636,VERACITY MANAGEMENT GLOBAL,"CEO, Chief Executive Officer",,,,,
17692,1391636,VERACITY MANAGEMENT GLOBAL,"CFO, Chief Financial Officer",,,,,
183155,1391750,QUAINT OAK BANCORP INC,"CEO, Chief Executive Officer",,,,,
183155,1391750,QUAINT OAK BANCORP INC,"CFO, Chief Financial Officer",,,,,
177856,1391933,BLUEKNIGHT ENERGY PRTNRS LP,"CEO, Chief Executive Officer",,,,,
177856,1391933,BLUEKNIGHT ENERGY PRTNRS LP,"CFO, Chief Financial Officer",,,,,
177945,1392091,CAPITAL PRODUCT PARTNERS LP,"CEO, Chief Executive Officer",,,,,
177945,1392091,CAPITAL PRODUCT PARTNERS LP,"CFO, Chief Financial Officer",,,,,
177067,1392326,CHINA ADVANCED CONSTR MATLS,"CEO, Chief Executive Officer",,,,,
177067,1392326,CHINA ADVANCED CONSTR MATLS,"CFO, Chief Financial Officer",,,,,
177734,1392363,GEVO INC,"CEO, Chief Executive Officer",,,,,
177734,1392363,GEVO INC,"CFO, Chief Financial Officer",,,,,
186437,1392380,XTREME GREEN PRODUCTS INC,"CEO, Chief Executive Officer",,,,,
186437,1392380,XTREME GREEN PRODUCTS INC,"CFO, Chief Financial Officer",,,,,
187200,1392477,FREESCALE SEMICONDUCTOR LTD,"CEO, Chief Executive Officer",,,,,
187200,1392477,FREESCALE SEMICONDUCTOR LTD,"CFO, Chief Financial Officer",,,,,
185517,1392522,LOUISIANA BANCORP INC,"CEO, Chief Executive Officer",,,,,
185517,1392522,LOUISIANA BANCORP INC,"CFO, Chief Financial Officer",,,,,
177314,1392562,SURGE HOLDINGS INC,"CEO, Chief Executive Officer",,,,,
177314,1392562,SURGE HOLDINGS INC,"CFO, Chief Financial Officer",,,,,
33382,1392694,PROS HOLDINGS INC,"CEO, Chief Executive Officer",,,,,
33382,1392694,PROS HOLDINGS INC,"CFO, Chief Financial Officer",,,,,
177744,1392972,INVUITY INC,"CEO, Chief Executive Officer",,,,,
177744,1392972,INVUITY INC,"CFO, Chief Financial Officer",,,,,
23704,1393020,VEEVA SYSTEMS INC,"CEO, Chief Executive Officer",,,,,
23704,1393020,VEEVA SYSTEMS INC,"CFO, Chief Financial Officer",,,,,
18689,1393052,RESOLUTE FOREST PRODUCTS INC,"CEO, Chief Executive Officer",,,,,
18689,1393052,RESOLUTE FOREST PRODUCTS INC,"CFO, Chief Financial Officer",,,,,
2337,1393066,PUBLIC STORAGE,"CEO, Chief Executive Officer",,,,,
2337,1393066,PUBLIC STORAGE,"CFO, Chief Financial Officer",,,,,
10096,1393311,COPPER MOUNTAIN MINING CORP,"CEO, Chief Executive Officer",,,,,
10096,1393311,COPPER MOUNTAIN MINING CORP,"CFO, Chief Financial Officer",,,,,
177812,1393355,SHAMARAN PETROLEUM CORP,"CEO, Chief Executive Officer",,,,,
177812,1393355,SHAMARAN PETROLEUM CORP,"CFO, Chief Financial Officer",,,,,
27813,1393357,GOLDQUEST MINING CORP,"CEO, Chief Executive Officer",,,,,
27813,1393357,GOLDQUEST MINING CORP,"CFO, Chief Financial Officer",,,,,
160862,1393367,OCULAR THERAPEUTIX INC,"CEO, Chief Executive Officer",,,,,
160862,1393367,OCULAR THERAPEUTIX INC,"CFO, Chief Financial Officer",,,,,
21015,1393434,TRIMETALS MINING INC,"CEO, Chief Executive Officer",,,,,
21015,1393434,TRIMETALS MINING INC,"CFO, Chief Financial Officer",,,,,
176751,1393435,CLICKSTREAM CORP,"CEO, Chief Executive Officer",,,,,
176751,1393435,CLICKSTREAM CORP,"CFO, Chief Financial Officer",,,,,
20934,1393548,DISCOVER FINANCIAL SVCS,"CEO, Chief Executive Officer",,,,,
20934,1393548,DISCOVER FINANCIAL SVCS,"CFO, Chief Financial Officer",,,,,
177376,1393612,TIPTREE INC,"CEO, Chief Executive Officer",,,,,
177376,1393612,TIPTREE INC,"CFO, Chief Financial Officer",,,,,
177640,1393726,MK2 VENTURES LTD,"CEO, Chief Executive Officer",,,,,
177640,1393726,MK2 VENTURES LTD,"CFO, Chief Financial Officer",,,,,
106629,1393799,BLACKSTONE GROUP LP,"CEO, Chief Executive Officer",,,,,
106629,1393799,BLACKSTONE GROUP LP,"CFO, Chief Financial Officer",,,,,
177088,1393818,DHI GROUP INC,"CEO, Chief Executive Officer",,,,,
177088,1393818,DHI GROUP INC,"CFO, Chief Financial Officer",,,,,
177943,1393883,YINGLI GREEN ENERGY HLDGS CO,"CEO, Chief Executive Officer",,,,,
177943,1393883,YINGLI GREEN ENERGY HLDGS CO,"CFO, Chief Financial Officer",,,,,
177629,1394029,CYPRESS DEVELOPMENT CORP,"CEO, Chief Executive Officer",,,,,
177629,1394029,CYPRESS DEVELOPMENT CORP,"CFO, Chief Financial Officer",,,,,
106098,1394039,ONE STOP SYSTEMS INC,"CEO, Chief Executive Officer",,,,,
106098,1394039,ONE STOP SYSTEMS INC,"CFO, Chief Financial Officer",,,,,
32851,1394056,SPECTRA ENERGY PARTNERS LP,"CEO, Chief Executive Officer",,,,,
32851,1394056,SPECTRA ENERGY PARTNERS LP,"CFO, Chief Financial Officer",,,,,
177739,1394074,SINO UNITED WORLDWIDE CNSLDT,"CEO, Chief Executive Officer",,,,,
177739,1394074,SINO UNITED WORLDWIDE CNSLDT,"CFO, Chief Financial Officer",,,,,
184388,1394108,DIVERSIFIED RESTAURANT HLDGS,"CEO, Chief Executive Officer",,,,,
184388,1394108,DIVERSIFIED RESTAURANT HLDGS,"CFO, Chief Financial Officer",,,,,
180759,1394156,ORBITZ WORLDWIDE INC,"CEO, Chief Executive Officer",,,,,
180759,1394156,ORBITZ WORLDWIDE INC,"CFO, Chief Financial Officer",,,,,
177953,1394159,CHESAPEAKE GOLD CORP,"CEO, Chief Executive Officer",,,,,
177953,1394159,CHESAPEAKE GOLD CORP,"CFO, Chief Financial Officer",,,,,
149603,1394189,TRACON PHARMACEUTICALS INC,"CEO, Chief Executive Officer",,,,,
149603,1394189,TRACON PHARMACEUTICALS INC,"CFO, Chief Financial Officer",,,,,
22697,1394319,MERCHANTS FINANCIAL GROUP,"CEO, Chief Executive Officer",,,,,
22697,1394319,MERCHANTS FINANCIAL GROUP,"CFO, Chief Financial Officer",,,,,
21191,1394374,CREATIVE LEARNING CORP,"CEO, Chief Executive Officer",,,,,
21191,1394374,CREATIVE LEARNING CORP,"CFO, Chief Financial Officer",,,,,
185210,1394638,ATS AUTOMATION TOOLING SYS,"CEO, Chief Executive Officer",,,,,
185210,1394638,ATS AUTOMATION TOOLING SYS,"CFO, Chief Financial Officer",,,,,
29478,1394832,AMBIENT WATER CORP,"CEO, Chief Executive Officer",,,,,
29478,1394832,AMBIENT WATER CORP,"CFO, Chief Financial Officer",,,,,
12988,1394872,EMPRESA DISTRIBUIDORA Y COM,"CEO, Chief Executive Officer",,,,,
12988,1394872,EMPRESA DISTRIBUIDORA Y COM,"CFO, Chief Financial Officer",,,,,
267054,1395213,ADESTO TECHNOLOGIES CORP,"CEO, Chief Executive Officer",,,,,
267054,1395213,ADESTO TECHNOLOGIES CORP,"CFO, Chief Financial Officer",,,,,
26187,1395848,TRICAN WELL SERVICE LTD,"CEO, Chief Executive Officer",,,,,
26187,1395848,TRICAN WELL SERVICE LTD,"CFO, Chief Financial Officer",,,,,
64107,1395857,VERSO PAPER HOLDINGS LLC,"CEO, Chief Executive Officer",,,,,
64107,1395857,VERSO PAPER HOLDINGS LLC,"CFO, Chief Financial Officer",,,,,
178266,1395864,SYNDAX PHARMACEUTICALS INC,"CEO, Chief Executive Officer",,,,,
178266,1395864,SYNDAX PHARMACEUTICALS INC,"CFO, Chief Financial Officer",,,,,
20649,1395937,KAR AUCTION SERVICES INC,"CEO, Chief Executive Officer",,,,,
20649,1395937,KAR AUCTION SERVICES INC,"CFO, Chief Financial Officer",,,,,
183581,1395942,VULCAN MATERIALS CO,"CEO, Chief Executive Officer",,,,,
183581,1395942,VULCAN MATERIALS CO,"CFO, Chief Financial Officer",,,,,
11228,1396009,LUMBER LIQUIDATORS HLDGS INC,"CEO, Chief Executive Officer",,,,,
11228,1396009,LUMBER LIQUIDATORS HLDGS INC,"CFO, Chief Financial Officer",,,,,
178806,1396033,HW HOLDINGS INC,"CEO, Chief Executive Officer",,,,,
178806,1396033,HW HOLDINGS INC,"CFO, Chief Financial Officer",,,,,
179308,1396118,IRIS BIOTECHNOLOGIES INC,"CEO, Chief Executive Officer",,,,,
179308,1396118,IRIS BIOTECHNOLOGIES INC,"CFO, Chief Financial Officer",,,,,
179398,1396238,CHINA SUNERGY CO LTD,"CEO, Chief Executive Officer",,,,,
179398,1396238,CHINA SUNERGY CO LTD,"CFO, Chief Financial Officer",,,,,
177458,1396247,HHGREGG INC,"CEO, Chief Executive Officer",,,,,
177458,1396247,HHGREGG INC,"CFO, Chief Financial Officer",,,,,
177882,1396279,STRATEGIC OIL & GAS LTD,"CEO, Chief Executive Officer",,,,,
177882,1396279,STRATEGIC OIL & GAS LTD,"CFO, Chief Financial Officer",,,,,
108880,1396323,REWARDSTREAM SOLUTIONS INC,"CEO, Chief Executive Officer",,,,,
108880,1396323,REWARDSTREAM SOLUTIONS INC,"CFO, Chief Financial Officer",,,,,
27735,1396368,MAIN STREET CAPITAL CORP,"CEO, Chief Executive Officer",,,,,
27735,1396368,MAIN STREET CAPITAL CORP,"CFO, Chief Financial Officer",,,,,
178529,1396440,CYS INVESTMENTS INC,"CEO, Chief Executive Officer",,,,,
178529,1396440,CYS INVESTMENTS INC,"CFO, Chief Financial Officer",,,,,
176637,1396446,SUMMER ENERGY HOLDINGS INC,"CEO, Chief Executive Officer",,,,,
176637,1396446,SUMMER ENERGY HOLDINGS INC,"CFO, Chief Financial Officer",,,,,
170992,1396633,PACIRA PHARMACEUTICALS INC,"CEO, Chief Executive Officer",,,,,
170992,1396633,PACIRA PHARMACEUTICALS INC,"CFO, Chief Financial Officer",,,,,
185836,1396814,OPTEX SYSTEMS HOLDINGS INC,"CEO, Chief Executive Officer",,,,,
185836,1396814,OPTEX SYSTEMS HOLDINGS INC,"CFO, Chief Financial Officer",,,,,
182986,1397016,FLEXSHOPPER INC,"CEO, Chief Executive Officer",,,,,
182986,1397016,FLEXSHOPPER INC,"CFO, Chief Financial Officer",,,,,
178907,1397047,IVEDA SOLUTIONS INC,"CEO, Chief Executive Officer",,,,,
178907,1397047,IVEDA SOLUTIONS INC,"CFO, Chief Financial Officer",,,,,
178882,1397183,LULULEMON ATHLETICA INC,"CEO, Chief Executive Officer",,,,,
178882,1397183,LULULEMON ATHLETICA INC,"CFO, Chief Financial Officer",,,,,
178015,1397187,IMH FINANCIAL CORP,"CEO, Chief Executive Officer",,,,,
178015,1397187,IMH FINANCIAL CORP,"CFO, Chief Financial Officer",,,,,
185811,1397403,REX ENERGY CORP,"CEO, Chief Executive Officer",,,,,
185811,1397403,REX ENERGY CORP,"CFO, Chief Financial Officer",,,,,
177896,1397516,LPL FINANCIAL HOLDINGS INC,"CEO, Chief Executive Officer",,,,,
177896,1397516,LPL FINANCIAL HOLDINGS INC,"CFO, Chief Financial Officer",,,,,
178519,1397911,OAK RIDGE FINANCIAL SERVICES,"CEO, Chief Executive Officer",,,,,
178519,1397911,OAK RIDGE FINANCIAL SERVICES,"CFO, Chief Financial Officer",,,,,
158313,1398006,XINYUAN REAL ESTATE CO ,"CEO, Chief Executive Officer",,,,,
158313,1398006,XINYUAN REAL ESTATE CO ,"CFO, Chief Financial Officer",,,,,
179029,1398453,GREENKRAFT INC,"CEO, Chief Executive Officer",,,,,
179029,1398453,GREENKRAFT INC,"CFO, Chief Financial Officer",,,,,
19331,1398529,GENPACT LTD,"CEO, Chief Executive Officer",,,,,
19331,1398529,GENPACT LTD,"CFO, Chief Financial Officer",,,,,
177983,1398659,ELECTRONIC CIGS INTL GRP LTD,"CEO, Chief Executive Officer",,,,,
177983,1398659,ELECTRONIC CIGS INTL GRP LTD,"CFO, Chief Financial Officer",,,,,
18292,1398702,AQUESTIVE THERAPETC INC,"CEO, Chief Executive Officer",,,,,
18292,1398702,AQUESTIVE THERAPETC INC,"CFO, Chief Financial Officer",,,,,
33743,1398733,POINT.360,"CEO, Chief Executive Officer",,,,,
33743,1398733,POINT.360,"CFO, Chief Financial Officer",,,,,
178089,1398797,SABINA GOLD & SILVER CORP,"CEO, Chief Executive Officer",,,,,
178089,1398797,SABINA GOLD & SILVER CORP,"CFO, Chief Financial Officer",,,,,
108142,1398832,ERDENE RESOURCE DEVELOPMENT,"CEO, Chief Executive Officer",,,,,
108142,1398832,ERDENE RESOURCE DEVELOPMENT,"CFO, Chief Financial Officer",,,,,
264426,1398972,REALOGY HOLDINGS CORP,"CEO, Chief Executive Officer",,,,,
264426,1398972,REALOGY HOLDINGS CORP,"CFO, Chief Financial Officer",,,,,
174022,1398987,PZENA INVESTMENT MANAGEMENT,"CEO, Chief Executive Officer",,,,,
174022,1398987,PZENA INVESTMENT MANAGEMENT,"CFO, Chief Financial Officer",,,,,
178703,1399249,TRANSITION THERAPEUTICS INC,"CEO, Chief Executive Officer",,,,,
178703,1399249,TRANSITION THERAPEUTICS INC,"CFO, Chief Financial Officer",,,,,
142568,1399250,COOL TECHNOLOGIES INC,"CEO, Chief Executive Officer",,,,,
142568,1399250,COOL TECHNOLOGIES INC,"CFO, Chief Financial Officer",,,,,
170707,1399352,THE ONE GROUP HOSPITALITY,"CEO, Chief Executive Officer",,,,,
170707,1399352,THE ONE GROUP HOSPITALITY,"CFO, Chief Financial Officer",,,,,
18978,1399520,DICERNA PHARMACEUTICALS INC,"CEO, Chief Executive Officer",,,,,
18978,1399520,DICERNA PHARMACEUTICALS INC,"CFO, Chief Financial Officer",,,,,
19470,1399529,BLUE CALYPSO INC,"CEO, Chief Executive Officer",,,,,
19470,1399529,BLUE CALYPSO INC,"CFO, Chief Financial Officer",,,,,
185234,1399587,NEOVASC INC,"CEO, Chief Executive Officer",,,,,
185234,1399587,NEOVASC INC,"CFO, Chief Financial Officer",,,,,
143770,1399708,NATIONAL AMERN UNIV HLDG INC,"CEO, Chief Executive Officer",,,,,
143770,1399708,NATIONAL AMERN UNIV HLDG INC,"CFO, Chief Financial Officer",,,,,
184149,1399855,FRANCESCAS HOLDINGS CORP,"CEO, Chief Executive Officer",,,,,
184149,1399855,FRANCESCAS HOLDINGS CORP,"CFO, Chief Financial Officer",,,,,
